ticker,ISIN,Date,totalwrds,partwrds,RVT,positivescore,negativescore,fearscore,findownscore,finupscore,finhypescore,finvolatilescore,certaintyscore,uncertaintyscore,positivePartscr,negativePartscr,fearPartscr,findownPartscr,finupPartscr,finhypePartscr,finvolatilePartscr,certaintyPartscr,uncertaintyPartscr
VZ,US92343V1044,2017-01-06 08:00:00,586,458,0.0077,0.0119,0.0478,0.0000,0.0106,0.0073,0.0166,0.0007,0.0219,0.0007,0.0049,0.0525,0.0000,0.0139,0.0010,0.0248,0.0000,0.0287,0.0010
VZ,US92343V1044,2017-01-06 17:00:00,18,18,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-01-07 13:00:00,3230,646,0.0191,0.0223,0.0291,0.0006,0.0142,0.0260,0.0189,0.0372,0.0050,0.0149,0.0201,0.0186,0.0000,0.0155,0.0310,0.0248,0.0433,0.0093,0.0093
VZ,US92343V1044,2017-01-07 17:00:00,1632,327,0.0339,0.0221,0.0288,0.0006,0.0141,0.0257,0.0190,0.0368,0.0049,0.0147,0.0214,0.0183,0.0000,0.0153,0.0306,0.0245,0.0428,0.0092,0.0092
VZ,US92343V1044,2017-01-09 15:00:00,1632,327,0.0022,0.0221,0.0288,0.0006,0.0141,0.0257,0.0190,0.0368,0.0049,0.0147,0.0214,0.0183,0.0000,0.0153,0.0306,0.0245,0.0428,0.0092,0.0092
VZ,US92343V1044,2017-01-09 18:00:00,516,343,0.0031,0.0775,0.0136,0.0000,0.0000,0.0213,0.0233,0.0000,0.0116,0.0039,0.0787,0.0204,0.0000,0.0000,0.0262,0.0146,0.0000,0.0087,0.0058
VZ,US92343V1044,2017-01-09 23:00:00,104,50,0.0044,0.0098,0.0245,0.0000,0.0000,0.0098,0.0392,0.0049,0.0392,0.0049,0.0000,0.0405,0.0000,0.0000,0.0000,0.0405,0.0135,0.0405,0.0135
VZ,US92343V1044,2017-01-10 00:00:00,262,60,0.0108,0.0038,0.0382,0.0000,0.0000,0.0038,0.0267,0.0038,0.0229,0.0115,0.0000,0.0667,0.0000,0.0000,0.0167,0.0167,0.0167,0.0000,0.0333
VZ,US92343V1044,2017-01-10 01:00:00,241,140,0.0333,0.0028,0.0228,0.0000,0.0000,0.0038,0.0343,0.0029,0.0324,0.0076,0.0041,0.0310,0.0000,0.0000,0.0082,0.0352,0.0062,0.0351,0.0082
VZ,US92343V1044,2017-01-10 08:00:00,251,150,0.0024,0.0036,0.0179,0.0000,0.0000,0.0036,0.0412,0.0036,0.0376,0.0090,0.0069,0.0242,0.0000,0.0000,0.0035,0.0415,0.0069,0.0415,0.0069
VZ,US92343V1044,2017-01-10 10:00:00,608,374,0.0058,0.0132,0.0049,0.0000,0.0132,0.0362,0.0197,0.0082,0.0082,0.0049,0.0080,0.0027,0.0000,0.0053,0.0374,0.0053,0.0027,0.0000,0.0000
VZ,US92343V1044,2017-01-10 14:00:00,1495,898,0.0050,0.0120,0.0067,0.0000,0.0107,0.0301,0.0268,0.0074,0.0154,0.0067,0.0089,0.0033,0.0000,0.0045,0.0323,0.0134,0.0033,0.0078,0.0011
VZ,US92343V1044,2017-01-10 15:00:00,287,46,0.0012,0.0174,0.0244,0.0000,0.0279,0.0314,0.0105,0.0070,0.0139,0.0000,0.0000,0.0217,0.0000,0.0000,0.0217,0.0435,0.0000,0.0652,0.0000
VZ,US92343V1044,2017-01-10 18:00:00,624,374,0.0061,0.0128,0.0048,0.0000,0.0128,0.0353,0.0208,0.0080,0.0096,0.0048,0.0080,0.0027,0.0000,0.0053,0.0374,0.0053,0.0027,0.0000,0.0000
VZ,US92343V1044,2017-01-10 21:00:00,624,374,0.0098,0.0128,0.0048,0.0000,0.0128,0.0353,0.0208,0.0080,0.0096,0.0048,0.0080,0.0027,0.0000,0.0053,0.0374,0.0053,0.0027,0.0000,0.0000
VZ,US92343V1044,2017-01-11 01:00:00,526,304,0.0222,0.0000,0.0114,0.0000,0.0000,0.0304,0.0228,0.0038,0.0190,0.0076,0.0000,0.0066,0.0000,0.0000,0.0395,0.0197,0.0066,0.0066,0.0132
VZ,US92343V1044,2017-01-11 08:00:00,954,471,0.0069,0.0105,0.0314,0.0010,0.0042,0.0063,0.0220,0.0042,0.0178,0.0052,0.0149,0.0446,0.0021,0.0000,0.0085,0.0212,0.0085,0.0212,0.0064
VZ,US92343V1044,2017-01-11 14:00:00,432,278,0.0025,0.0301,0.0046,0.0000,0.0000,0.0139,0.0046,0.0046,0.0000,0.0046,0.0360,0.0072,0.0000,0.0000,0.0072,0.0072,0.0072,0.0000,0.0036
VZ,US92343V1044,2017-01-11 15:00:00,315,224,0.0029,0.0190,0.0032,0.0000,0.0000,0.0095,0.0190,0.0000,0.0095,0.0063,0.0223,0.0045,0.0000,0.0000,0.0089,0.0179,0.0000,0.0089,0.0089
VZ,US92343V1044,2017-01-12 08:00:00,476,141,0.0021,0.0126,0.0357,0.0063,0.0042,0.0105,0.0357,0.0147,0.0147,0.0147,0.0071,0.0355,0.0000,0.0000,0.0071,0.0355,0.0142,0.0071,0.0213
VZ,US92343V1044,2017-01-12 12:00:00,380,250,0.0033,0.0132,0.0000,0.0000,0.0000,0.0158,0.0342,0.0132,0.0132,0.0053,0.0120,0.0000,0.0000,0.0000,0.0120,0.0280,0.0160,0.0120,0.0040
VZ,US92343V1044,2017-01-12 14:00:00,302,192,0.0017,0.0232,0.0033,0.0033,0.0033,0.0265,0.0132,0.0099,0.0033,0.0033,0.0104,0.0000,0.0000,0.0000,0.0104,0.0104,0.0052,0.0000,0.0052
VZ,US92343V1044,2017-01-12 15:00:00,593,425,0.0027,0.0202,0.0101,0.0017,0.0017,0.0219,0.0051,0.0051,0.0000,0.0169,0.0282,0.0094,0.0024,0.0024,0.0212,0.0071,0.0071,0.0000,0.0094
VZ,US92343V1044,2017-01-12 19:00:00,85,45,0.0032,0.0471,0.0000,0.0000,0.0000,0.0235,0.0118,0.0235,0.0000,0.0000,0.0444,0.0000,0.0000,0.0000,0.0222,0.0222,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-01-13 19:00:00,91,51,0.0088,0.0110,0.0330,0.0000,0.0110,0.0110,0.0000,0.0220,0.0000,0.0110,0.0196,0.0392,0.0000,0.0000,0.0000,0.0000,0.0196,0.0000,0.0000
VZ,US92343V1044,2017-01-13 23:00:00,244,105,0.0055,0.0082,0.0123,0.0000,0.0246,0.0000,0.0205,0.0041,0.0082,0.0082,0.0000,0.0095,0.0000,0.0095,0.0000,0.0095,0.0095,0.0000,0.0095
VZ,US92343V1044,2017-01-14 12:00:00,1038,151,0.0105,0.0219,0.0184,0.0000,0.0132,0.0529,0.0207,0.0075,0.0029,0.0179,0.0202,0.0081,0.0000,0.0000,0.0484,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-01-16 13:00:00,550,468,0.0021,0.0436,0.0055,0.0000,0.0000,0.0200,0.0109,0.0036,0.0018,0.0036,0.0449,0.0064,0.0000,0.0000,0.0235,0.0107,0.0043,0.0021,0.0043
VZ,US92343V1044,2017-01-17 15:00:00,383,243,0.0019,0.0261,0.0131,0.0000,0.0000,0.0104,0.0209,0.0026,0.0000,0.0052,0.0247,0.0082,0.0000,0.0000,0.0041,0.0206,0.0000,0.0000,0.0082
VZ,US92343V1044,2017-01-17 22:00:00,837,344,0.0038,0.0060,0.0108,0.0000,0.0024,0.0000,0.0167,0.0000,0.0108,0.0179,0.0058,0.0087,0.0000,0.0029,0.0000,0.0233,0.0000,0.0087,0.0174
VZ,US92343V1044,2017-01-18 08:00:00,1428,469,0.0074,0.0399,0.0168,0.0042,0.0084,0.0315,0.0315,0.0126,0.0105,0.0189,0.0448,0.0256,0.0064,0.0128,0.0128,0.0128,0.0000,0.0128,0.0256
VZ,US92343V1044,2017-01-19 14:00:00,11,4,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-01-21 12:00:00,1804,446,0.0098,0.0145,0.0278,0.0011,0.0089,0.0211,0.0211,0.0067,0.0111,0.0123,0.0179,0.0448,0.0045,0.0179,0.0090,0.0314,0.0179,0.0224,0.0090
VZ,US92343V1044,2017-01-22 10:00:00,236,16,0.0027,0.0000,0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-01-23 10:00:00,642,414,0.0026,0.0093,0.0171,0.0047,0.0078,0.0140,0.0187,0.0062,0.0062,0.0093,0.0097,0.0266,0.0072,0.0097,0.0169,0.0217,0.0072,0.0072,0.0097
VZ,US92343V1044,2017-01-23 13:00:00,536,441,0.0061,0.0093,0.0124,0.0047,0.0031,0.0140,0.0280,0.0031,0.0140,0.0140,0.0097,0.0154,0.0058,0.0039,0.0135,0.0270,0.0039,0.0135,0.0116
VZ,US92343V1044,2017-01-23 17:00:00,11,4,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-01-23 18:00:00,526,272,0.0057,0.0152,0.0266,0.0000,0.0114,0.0152,0.0228,0.0076,0.0190,0.0266,0.0000,0.0294,0.0000,0.0074,0.0074,0.0368,0.0000,0.0294,0.0294
VZ,US92343V1044,2017-01-23 20:00:00,482,337,0.0081,0.0145,0.0311,0.0000,0.0104,0.0207,0.0228,0.0083,0.0145,0.0083,0.0178,0.0297,0.0000,0.0089,0.0267,0.0297,0.0089,0.0178,0.0119
VZ,US92343V1044,2017-01-23 21:00:00,305,273,0.0013,0.0131,0.0197,0.0098,0.0066,0.0164,0.0295,0.0066,0.0066,0.0197,0.0110,0.0220,0.0110,0.0073,0.0147,0.0256,0.0073,0.0073,0.0147
VZ,US92343V1044,2017-01-23 22:00:00,1035,432,0.0071,0.0039,0.0647,0.0039,0.0097,0.0106,0.0077,0.0039,0.0097,0.0097,0.0046,0.0532,0.0000,0.0093,0.0093,0.0000,0.0093,0.0000,0.0046
VZ,US92343V1044,2017-01-23 23:00:00,63,27,0.0026,0.0159,0.0476,0.0000,0.0000,0.0476,0.0635,0.0794,0.0159,0.0635,0.0000,0.0370,0.0000,0.0000,0.0370,0.0741,0.1481,0.0370,0.0370
VZ,US92343V1044,2017-01-24 01:00:00,760,274,0.0097,0.0132,0.0579,0.0026,0.0237,0.0211,0.0053,0.0053,0.0026,0.0053,0.0292,0.0511,0.0000,0.0219,0.0000,0.0073,0.0073,0.0073,0.0000
VZ,US92343V1044,2017-01-24 08:00:00,1296,550,0.0171,0.0131,0.0462,0.0015,0.0180,0.0180,0.0126,0.0063,0.0102,0.0131,0.0136,0.0420,0.0000,0.0136,0.0045,0.0204,0.0045,0.0170,0.0136
VZ,US92343V1044,2017-01-24 11:00:00,138,21,0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0145,0.0000,0.0072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-01-24 13:00:00,2836,1384,0.0668,0.0078,0.0120,0.0000,0.0095,0.0243,0.0049,0.0021,0.0014,0.0088,0.0137,0.0137,0.0000,0.0079,0.0325,0.0051,0.0022,0.0022,0.0094
VZ,US92343V1044,2017-01-24 14:00:00,538,398,0.0046,0.0037,0.0409,0.0000,0.0149,0.0260,0.0074,0.0000,0.0074,0.0000,0.0050,0.0352,0.0000,0.0151,0.0302,0.0050,0.0000,0.0050,0.0000
VZ,US92343V1044,2017-01-24 15:00:00,824,322,0.0087,0.0170,0.0340,0.0000,0.0267,0.0291,0.0109,0.0073,0.0085,0.0073,0.0062,0.0373,0.0000,0.0124,0.0155,0.0186,0.0093,0.0124,0.0093
VZ,US92343V1044,2017-01-24 18:00:00,755,431,0.0154,0.0106,0.0384,0.0000,0.0212,0.0159,0.0026,0.0053,0.0026,0.0013,0.0046,0.0232,0.0000,0.0139,0.0186,0.0000,0.0046,0.0000,0.0023
VZ,US92343V1044,2017-01-24 19:00:00,198,112,0.0050,0.0101,0.0152,0.0000,0.0253,0.0202,0.0101,0.0253,0.0152,0.0202,0.0179,0.0179,0.0000,0.0089,0.0268,0.0179,0.0089,0.0268,0.0268
VZ,US92343V1044,2017-01-24 20:00:00,16,9,0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-01-24 21:00:00,59,37,0.0122,0.0339,0.0678,0.0000,0.0169,0.0339,0.0678,0.0000,0.0339,0.0508,0.0270,0.0541,0.0000,0.0000,0.0000,0.1081,0.0000,0.0541,0.0811
VZ,US92343V1044,2017-01-25 08:00:00,897,496,0.0165,0.0098,0.0401,0.0006,0.0235,0.0185,0.0049,0.0105,0.0049,0.0055,0.0118,0.0259,0.0000,0.0130,0.0177,0.0059,0.0059,0.0071,0.0071
VZ,US92343V1044,2017-01-25 13:00:00,44,16,0.0072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-01-25 14:00:00,11,4,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-01-25 15:00:00,3956,2368,0.0143,0.0109,0.0066,0.0003,0.0018,0.0086,0.0270,0.0030,0.0182,0.0106,0.0106,0.0055,0.0004,0.0025,0.0093,0.0253,0.0034,0.0177,0.0072
VZ,US92343V1044,2017-01-25 17:00:00,69,26,0.0049,0.0000,0.0000,0.0000,0.0145,0.0000,0.0580,0.0000,0.0145,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-01-26 08:00:00,149,70,0.0071,0.0067,0.0201,0.0000,0.0336,0.0201,0.0134,0.0268,0.0201,0.0201,0.0143,0.0143,0.0000,0.0000,0.0286,0.0286,0.0143,0.0429,0.0286
VZ,US92343V1044,2017-01-27 08:00:00,1826,1012,0.0059,0.0066,0.0208,0.0033,0.0016,0.0120,0.0131,0.0175,0.0071,0.0120,0.0089,0.0089,0.0000,0.0010,0.0158,0.0089,0.0198,0.0049,0.0119
VZ,US92343V1044,2017-01-27 14:00:00,1406,648,0.0096,0.0050,0.0156,0.0000,0.0107,0.0220,0.0057,0.0078,0.0036,0.0064,0.0108,0.0046,0.0000,0.0077,0.0262,0.0046,0.0093,0.0015,0.0046
VZ,US92343V1044,2017-01-27 17:00:00,517,241,0.0080,0.0019,0.0097,0.0000,0.0039,0.0174,0.0077,0.0039,0.0019,0.0019,0.0041,0.0041,0.0000,0.0000,0.0166,0.0083,0.0041,0.0041,0.0041
VZ,US92343V1044,2017-01-27 22:00:00,517,241,0.0094,0.0019,0.0097,0.0000,0.0039,0.0174,0.0077,0.0039,0.0019,0.0019,0.0041,0.0041,0.0000,0.0000,0.0166,0.0083,0.0041,0.0041,0.0041
VZ,US92343V1044,2017-01-28 13:00:00,520,155,0.0435,0.0250,0.0173,0.0000,0.0038,0.0135,0.0135,0.0154,0.0038,0.0077,0.0323,0.0194,0.0000,0.0000,0.0129,0.0065,0.0194,0.0000,0.0000
VZ,US92343V1044,2017-01-28 20:00:00,517,241,0.0163,0.0019,0.0097,0.0000,0.0039,0.0174,0.0077,0.0039,0.0019,0.0019,0.0041,0.0041,0.0000,0.0000,0.0166,0.0083,0.0041,0.0041,0.0041
VZ,US92343V1044,2017-01-29 14:00:00,1037,396,0.0252,0.0135,0.0135,0.0000,0.0039,0.0154,0.0106,0.0096,0.0029,0.0048,0.0152,0.0101,0.0000,0.0000,0.0152,0.0076,0.0101,0.0025,0.0025
VZ,US92343V1044,2017-01-29 23:00:00,520,155,0.0208,0.0250,0.0173,0.0000,0.0038,0.0135,0.0135,0.0154,0.0038,0.0077,0.0323,0.0194,0.0000,0.0000,0.0129,0.0065,0.0194,0.0000,0.0000
VZ,US92343V1044,2017-01-30 13:00:00,517,241,0.0052,0.0019,0.0097,0.0000,0.0039,0.0174,0.0077,0.0039,0.0019,0.0019,0.0041,0.0041,0.0000,0.0000,0.0166,0.0083,0.0041,0.0041,0.0041
VZ,US92343V1044,2017-01-30 14:00:00,520,155,0.0022,0.0250,0.0173,0.0000,0.0038,0.0135,0.0135,0.0154,0.0038,0.0077,0.0323,0.0194,0.0000,0.0000,0.0129,0.0065,0.0194,0.0000,0.0000
VZ,US92343V1044,2017-01-31 21:00:00,2259,1352,0.0513,0.0035,0.0111,0.0004,0.0009,0.0040,0.0235,0.0000,0.0164,0.0120,0.0037,0.0096,0.0007,0.0015,0.0052,0.0178,0.0000,0.0133,0.0044
VZ,US92343V1044,2017-02-02 17:00:00,517,241,0.0077,0.0019,0.0097,0.0000,0.0039,0.0174,0.0077,0.0039,0.0019,0.0019,0.0041,0.0041,0.0000,0.0000,0.0166,0.0083,0.0041,0.0041,0.0041
VZ,US92343V1044,2017-02-03 11:00:00,658,210,0.0063,0.0213,0.0198,0.0000,0.0030,0.0152,0.0106,0.0167,0.0030,0.0061,0.0286,0.0190,0.0000,0.0000,0.0238,0.0048,0.0143,0.0000,0.0000
VZ,US92343V1044,2017-02-03 17:00:00,1232,794,0.0227,0.0016,0.0073,0.0008,0.0032,0.0041,0.0162,0.0000,0.0057,0.0203,0.0000,0.0050,0.0013,0.0038,0.0050,0.0101,0.0000,0.0038,0.0063
VZ,US92343V1044,2017-02-03 23:00:00,841,327,0.0161,0.0476,0.0155,0.0000,0.0012,0.0143,0.0107,0.0024,0.0071,0.0048,0.0520,0.0153,0.0000,0.0000,0.0092,0.0061,0.0000,0.0031,0.0061
VZ,US92343V1044,2017-02-06 08:00:00,167,49,0.0014,0.0000,0.0898,0.0120,0.0120,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0204,0.0204,0.0000,0.0204,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-02-06 22:00:00,63,37,0.0055,0.0159,0.0317,0.0000,0.0476,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0270,0.0000,0.0541,0.0000,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-02-07 08:00:00,198,99,0.0043,0.0063,0.0286,0.0000,0.0000,0.0349,0.0000,0.0254,0.0000,0.0000,0.0000,0.0397,0.0000,0.0000,0.0199,0.0000,0.0132,0.0000,0.0000
VZ,US92343V1044,2017-02-07 14:00:00,311,217,0.0032,0.0193,0.0032,0.0000,0.0000,0.0129,0.0129,0.0032,0.0032,0.0064,0.0184,0.0046,0.0000,0.0000,0.0138,0.0092,0.0000,0.0046,0.0092
VZ,US92343V1044,2017-02-07 15:00:00,160,99,0.0031,0.0063,0.0125,0.0000,0.0000,0.0063,0.0125,0.0000,0.0000,0.0188,0.0000,0.0101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-02-08 14:00:00,398,153,0.0041,0.0025,0.0025,0.0025,0.0000,0.0000,0.0302,0.0000,0.0251,0.0025,0.0065,0.0065,0.0000,0.0000,0.0000,0.0065,0.0000,0.0000,0.0065
VZ,US92343V1044,2017-02-08 17:00:00,504,280,0.0096,0.0139,0.0159,0.0040,0.0000,0.0060,0.0159,0.0000,0.0060,0.0020,0.0143,0.0143,0.0036,0.0000,0.0071,0.0143,0.0000,0.0000,0.0036
VZ,US92343V1044,2017-02-08 18:00:00,573,266,0.0088,0.0175,0.0000,0.0000,0.0035,0.0052,0.0227,0.0000,0.0105,0.0017,0.0188,0.0000,0.0000,0.0000,0.0038,0.0263,0.0000,0.0188,0.0038
VZ,US92343V1044,2017-02-09 14:00:00,665,565,0.0030,0.0120,0.0105,0.0000,0.0075,0.0045,0.0060,0.0045,0.0015,0.0015,0.0124,0.0124,0.0000,0.0071,0.0053,0.0035,0.0053,0.0000,0.0018
VZ,US92343V1044,2017-02-12 22:00:00,429,348,0.1429,0.0326,0.0023,0.0000,0.0023,0.0117,0.0280,0.0140,0.0000,0.0047,0.0402,0.0029,0.0000,0.0029,0.0144,0.0316,0.0144,0.0000,0.0057
VZ,US92343V1044,2017-02-13 01:00:00,209,146,0.2000,0.0096,0.0096,0.0000,0.0000,0.0144,0.0144,0.0000,0.0144,0.0048,0.0068,0.0068,0.0000,0.0000,0.0137,0.0137,0.0000,0.0137,0.0068
VZ,US92343V1044,2017-02-13 08:00:00,422,277,0.0023,0.0056,0.0169,0.0000,0.0084,0.0126,0.0211,0.0042,0.0182,0.0028,0.0060,0.0100,0.0000,0.0060,0.0080,0.0241,0.0020,0.0201,0.0040
VZ,US92343V1044,2017-02-13 12:00:00,482,398,0.0029,0.0213,0.0043,0.0000,0.0011,0.0043,0.0192,0.0085,0.0085,0.0085,0.0233,0.0026,0.0000,0.0013,0.0052,0.0155,0.0104,0.0052,0.0104
VZ,US92343V1044,2017-02-13 15:00:00,7,0,0.0063,0.0096,0.0145,0.0000,0.0096,0.0242,0.0145,0.0073,0.0145,0.0096,0.0164,0.0328,0.0000,0.0164,0.0219,0.0109,0.0164,0.0109,0.0055
VZ,US92343V1044,2017-02-13 17:00:00,268,201,0.0074,0.0112,0.0187,0.0000,0.0224,0.0187,0.0373,0.0261,0.0149,0.0224,0.0100,0.0149,0.0000,0.0199,0.0199,0.0398,0.0199,0.0199,0.0199
VZ,US92343V1044,2017-02-13 18:00:00,471,328,0.0036,0.0106,0.0255,0.0021,0.0127,0.0276,0.0276,0.0085,0.0149,0.0170,0.0152,0.0183,0.0000,0.0091,0.0366,0.0274,0.0061,0.0152,0.0152
VZ,US92343V1044,2017-02-13 21:00:00,100,85,0.0079,0.0200,0.0200,0.0000,0.0200,0.0200,0.0100,0.0000,0.0000,0.0200,0.0235,0.0235,0.0000,0.0118,0.0235,0.0118,0.0000,0.0000,0.0235
VZ,US92343V1044,2017-02-13 23:00:00,575,262,0.0061,0.0122,0.0139,0.0000,0.0017,0.0052,0.0226,0.0070,0.0104,0.0070,0.0191,0.0076,0.0000,0.0000,0.0076,0.0305,0.0076,0.0191,0.0076
VZ,US92343V1044,2017-02-14 10:00:00,657,477,0.0026,0.0046,0.1050,0.0000,0.0061,0.0061,0.0076,0.0015,0.0030,0.0137,0.0042,0.0881,0.0000,0.0084,0.0063,0.0063,0.0000,0.0042,0.0147
VZ,US92343V1044,2017-02-14 11:00:00,1425,914,0.0070,0.0021,0.0639,0.0000,0.0056,0.0035,0.0218,0.0035,0.0056,0.0147,0.0022,0.0591,0.0000,0.0044,0.0044,0.0164,0.0044,0.0044,0.0142
VZ,US92343V1044,2017-02-14 13:00:00,1316,714,0.0023,0.0114,0.0251,0.0008,0.0129,0.0175,0.0084,0.0106,0.0061,0.0068,0.0098,0.0210,0.0014,0.0154,0.0182,0.0098,0.0112,0.0070,0.0070
VZ,US92343V1044,2017-02-14 14:00:00,98,28,0.0010,0.0204,0.0102,0.0000,0.0204,0.0306,0.0102,0.0102,0.0000,0.0000,0.0714,0.0357,0.0000,0.0000,0.0357,0.0000,0.0357,0.0000,0.0000
VZ,US92343V1044,2017-02-14 15:00:00,217,21,0.0015,0.0323,0.0230,0.0000,0.0092,0.0415,0.0323,0.0046,0.0092,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0476,0.0000,0.0476,0.0000
VZ,US92343V1044,2017-02-14 21:00:00,698,287,0.0256,0.0000,0.0000,0.0000,0.0000,0.0000,0.0258,0.0000,0.0129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0035,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-02-14 22:00:00,7,0,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0035,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-02-15 16:00:00,14,0,0.0155,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0098,0.0210,0.0014,0.0154,0.0182,0.0098,0.0112,0.0070,0.0070
VZ,US92343V1044,2017-02-15 18:00:00,765,454,0.0104,0.0523,0.0183,0.0000,0.0026,0.0170,0.0144,0.0013,0.0052,0.0026,0.0617,0.0220,0.0000,0.0022,0.0154,0.0110,0.0022,0.0044,0.0044
VZ,US92343V1044,2017-02-15 23:00:00,245,101,0.0022,0.0082,0.0490,0.0000,0.0082,0.0000,0.0082,0.0163,0.0000,0.0245,0.0099,0.0396,0.0000,0.0198,0.0000,0.0198,0.0099,0.0000,0.0495
VZ,US92343V1044,2017-02-16 08:00:00,534,241,0.0028,0.0094,0.0787,0.0037,0.0094,0.0056,0.0112,0.0112,0.0056,0.0225,0.0124,0.0871,0.0083,0.0124,0.0041,0.0124,0.0166,0.0083,0.0373
VZ,US92343V1044,2017-02-16 15:00:00,544,420,0.0047,0.0313,0.0037,0.0000,0.0037,0.0239,0.0092,0.0074,0.0092,0.0018,0.0310,0.0024,0.0000,0.0048,0.0286,0.0071,0.0048,0.0048,0.0024
VZ,US92343V1044,2017-02-16 19:00:00,762,457,0.0119,0.0551,0.0171,0.0000,0.0013,0.0184,0.0118,0.0013,0.0039,0.0026,0.0656,0.0219,0.0000,0.0022,0.0153,0.0109,0.0022,0.0044,0.0044
VZ,US92343V1044,2017-02-17 08:00:00,257,158,0.0016,0.0039,0.0117,0.0000,0.0039,0.0156,0.0078,0.0156,0.0000,0.0078,0.0063,0.0127,0.0000,0.0000,0.0000,0.0000,0.0190,0.0000,0.0000
VZ,US92343V1044,2017-02-18 12:00:00,1363,389,0.0170,0.0198,0.0374,0.0007,0.0191,0.0514,0.0088,0.0125,0.0073,0.0059,0.0206,0.0437,0.0026,0.0180,0.0514,0.0077,0.0077,0.0026,0.0051
VZ,US92343V1044,2017-02-20 16:00:00,258,198,0.0069,0.0194,0.0000,0.0000,0.0000,0.0078,0.0233,0.0000,0.0000,0.0078,0.0253,0.0000,0.0000,0.0000,0.0051,0.0202,0.0000,0.0000,0.0051
VZ,US92343V1044,2017-02-20 18:00:00,261,244,0.0115,0.0383,0.0000,0.0000,0.0000,0.0000,0.0153,0.0038,0.0115,0.0077,0.0410,0.0000,0.0000,0.0000,0.0000,0.0164,0.0041,0.0123,0.0082
VZ,US92343V1044,2017-02-21 08:00:00,1184,436,0.0024,0.0138,0.0017,0.0000,0.0000,0.0069,0.0183,0.0138,0.0034,0.0029,0.0095,0.0000,0.0000,0.0000,0.0047,0.0032,0.0095,0.0000,0.0079
VZ,US92343V1044,2017-02-21 13:00:00,21,0,0.0094,0.0057,0.0427,0.0000,0.0049,0.0082,0.0189,0.0106,0.0140,0.0123,0.0049,0.0440,0.0000,0.0000,0.0098,0.0098,0.0114,0.0065,0.0130
VZ,US92343V1044,2017-02-21 14:00:00,1447,962,0.0126,0.0087,0.0329,0.0000,0.0062,0.0085,0.0261,0.0059,0.0204,0.0251,0.0086,0.0362,0.0000,0.0045,0.0105,0.0220,0.0075,0.0209,0.0194
VZ,US92343V1044,2017-02-21 18:00:00,56,34,0.0029,0.0000,0.0179,0.0000,0.0000,0.0000,0.0000,0.0179,0.0000,0.0179,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0294
