"Date","Index","D12","E12","b/m","tbl","AAA","BAA","lty","ntis","Rfree","infl","ltr","corpr","svar","csp","CRSP_SPvw","CRSP_SPvwx"
"1904-11-01","8.17","0.3133","0.4933","NaN","NaN","NaN","NaN","NaN","NaN","0.0026836121486790605","NaN","NaN","NaN","0.0007777411033099999","NaN","NaN","NaN"
"1904-12-01","8.25","0.31","0.49","NaN","NaN","NaN","NaN","NaN","NaN","0.002793998978626481","NaN","NaN","NaN","0.0033483606058600005","NaN","NaN","NaN"
"1905-01-01","8.43","0.3117","0.505","NaN","NaN","NaN","NaN","NaN","NaN","0.0025658527643306972","NaN","NaN","NaN","0.00081676579183","NaN","NaN","NaN"
"1905-02-01","8.8","0.3133","0.52","NaN","NaN","NaN","NaN","NaN","NaN","0.002462801926300712","NaN","NaN","NaN","0.0005484349145199999","NaN","NaN","NaN"
"1905-03-01","9.05","0.315","0.535","NaN","NaN","NaN","NaN","NaN","NaN","0.0025364107513547326","NaN","NaN","NaN","0.00107032300451","NaN","NaN","NaN"
"1905-04-01","8.94","0.3167","0.55","NaN","NaN","NaN","NaN","NaN","NaN","0.0025658527643306972","NaN","NaN","NaN","0.00240712287276","NaN","NaN","NaN"
"1905-05-01","8.5","0.3183","0.565","NaN","NaN","NaN","NaN","NaN","NaN","0.0025732131321341625","NaN","NaN","NaN","0.0032256777976300004","NaN","NaN","NaN"
"1905-06-01","8.6","0.32","0.58","NaN","NaN","NaN","NaN","NaN","NaN","0.0024039109648619932","NaN","NaN","NaN","0.0013950785247699995","NaN","NaN","NaN"
"1905-07-01","8.87","0.3217","0.595","NaN","NaN","NaN","NaN","NaN","NaN","0.0026762525934111003","NaN","NaN","NaN","0.0010987717737000002","NaN","NaN","NaN"
"1905-08-01","9.2","0.3233","0.61","NaN","NaN","NaN","NaN","NaN","NaN","0.002735127519045304","NaN","NaN","NaN","0.00087564102492","NaN","NaN","NaN"
"1905-09-01","9.23","0.325","0.625","NaN","NaN","NaN","NaN","NaN","NaN","0.003117730068862349","NaN","NaN","NaN","0.0013945243478600004","NaN","NaN","NaN"
"1905-10-01","9.36","0.3267","0.64","NaN","NaN","NaN","NaN","NaN","NaN","0.003286911438354484","NaN","NaN","NaN","0.0006928260049899999","NaN","NaN","NaN"
"1905-11-01","9.31","0.3283","0.655","NaN","NaN","NaN","NaN","NaN","NaN","0.003750174755560453","NaN","NaN","NaN","0.0012021160887099999","NaN","NaN","NaN"
"1905-12-01","9.54","0.33","0.67","NaN","NaN","NaN","NaN","NaN","NaN","0.0039192491700642765","NaN","NaN","NaN","0.00090972326071","NaN","NaN","NaN"
"1906-01-01","9.87","0.3358","0.6775","NaN","NaN","NaN","NaN","NaN","NaN","0.0033604596288942814","NaN","NaN","NaN","0.00139491907386","NaN","NaN","NaN"
"1906-02-01","9.8","0.3417","0.685","NaN","NaN","NaN","NaN","NaN","NaN","0.003345750423526863","NaN","NaN","NaN","0.0013124867663800001","NaN","NaN","NaN"
"1906-03-01","9.56","0.3475","0.6925","NaN","NaN","NaN","NaN","NaN","NaN","0.0035295999415227972","NaN","NaN","NaN","0.0011252854718799999","NaN","NaN","NaN"
"1906-04-01","9.43","0.3533","0.7","NaN","NaN","NaN","NaN","NaN","NaN","0.0036472458969396666","NaN","NaN","NaN","0.0024018046092300002","NaN","NaN","NaN"
"1906-05-01","9.18","0.3592","0.7075","NaN","NaN","NaN","NaN","NaN","NaN","0.0035590127279559163","NaN","NaN","NaN","0.0021175439256200007","NaN","NaN","NaN"
"1906-06-01","9.3","0.365","0.715","NaN","NaN","NaN","NaN","NaN","NaN","0.0035075397839542887","NaN","NaN","NaN","0.0016463420975200002","NaN","NaN","NaN"
"1906-07-01","9.06","0.3708","0.7225","NaN","NaN","NaN","NaN","NaN","NaN","0.0036619506682493133","NaN","NaN","NaN","0.0012790847500599998","NaN","NaN","NaN"
"1906-08-01","9.73","0.3767","0.73","NaN","NaN","NaN","NaN","NaN","NaN","0.004029499693706543","NaN","NaN","NaN","0.00148739183618","NaN","NaN","NaN"
"1906-09-01","10.03","0.3825","0.7375","NaN","NaN","NaN","NaN","NaN","NaN","0.0044703802766847475","NaN","NaN","NaN","0.0008314321158399999","NaN","NaN","NaN"
"1906-10-01","9.73","0.3883","0.745","NaN","NaN","NaN","NaN","NaN","NaN","0.004279355888608167","NaN","NaN","NaN","0.0012371143456499998","NaN","NaN","NaN"
"1906-11-01","9.93","0.3942","0.7525","NaN","NaN","NaN","NaN","NaN","NaN","0.004242616245562377","NaN","NaN","NaN","0.0006876635987900001","NaN","NaN","NaN"
"1906-12-01","9.84","0.4","0.76","NaN","NaN","NaN","NaN","NaN","NaN","0.004242616245562377","NaN","NaN","NaN","0.00157085530257","NaN","NaN","NaN"
"1907-01-01","9.56","0.4033","0.7517","NaN","NaN","NaN","NaN","NaN","NaN","0.004169132909819154","NaN","NaN","NaN","0.00130455478506","NaN","NaN","NaN"
"1907-02-01","9.26","0.4067","0.7433","NaN","NaN","NaN","NaN","NaN","NaN","0.004014800326167849","NaN","NaN","NaN","0.0014456296762899996","NaN","NaN","NaN"
"1907-03-01","8.35","0.41","0.735","NaN","NaN","NaN","NaN","NaN","NaN","0.004191178477526742","NaN","NaN","NaN","0.018452098115000003","NaN","NaN","NaN"
"1907-04-01","8.39","0.4133","0.7267","NaN","NaN","NaN","NaN","NaN","NaN","0.004014800326167849","NaN","NaN","NaN","0.00227326732368","NaN","NaN","NaN"
"1907-05-01","8.1","0.4167","0.7183","NaN","NaN","NaN","NaN","NaN","NaN","0.003669302972818569","NaN","NaN","NaN","0.00199566598612","NaN","NaN","NaN"
"1907-06-01","7.84","0.42","0.71","NaN","NaN","NaN","NaN","NaN","NaN","0.0036472458969396666","NaN","NaN","NaN","0.0014013008057699998","NaN","NaN","NaN"
"1907-07-01","8.14","0.4233","0.7017","NaN","NaN","NaN","NaN","NaN","NaN","0.003875145556932474","NaN","NaN","NaN","0.0013252396581000003","NaN","NaN","NaN"
"1907-08-01","7.53","0.4267","0.6933","NaN","NaN","NaN","NaN","NaN","NaN","0.004242616245562377","NaN","NaN","NaN","0.00419964244391","NaN","NaN","NaN"
"1907-09-01","7.45","0.43","0.685","NaN","NaN","NaN","NaN","NaN","NaN","0.004654023167219822","NaN","NaN","NaN","0.0018824117186","NaN","NaN","NaN"
"1907-10-01","6.64","0.4333","0.6767","NaN","NaN","NaN","NaN","NaN","NaN","0.004867006678506883","NaN","NaN","NaN","0.005553425608559999","NaN","NaN","NaN"
"1907-11-01","6.25","0.4367","0.6683","NaN","NaN","NaN","NaN","NaN","NaN","0.004977152766639557","NaN","NaN","NaN","0.00513087488265","NaN","NaN","NaN"
"1907-12-01","6.57","0.44","0.66","NaN","NaN","NaN","NaN","NaN","NaN","0.00540293686052245","NaN","NaN","NaN","0.00301494627011","NaN","NaN","NaN"
"1908-01-01","6.85","0.4367","0.6533","NaN","NaN","NaN","NaN","NaN","NaN","0.004404260579413412","NaN","NaN","NaN","0.0023219900749","NaN","NaN","NaN"
"1908-02-01","6.6","0.4333","0.6467","NaN","NaN","NaN","NaN","NaN","NaN","0.0033678141504435155","NaN","NaN","NaN","0.0018728863379599997","NaN","NaN","NaN"
"1908-03-01","6.87","0.43","0.64","NaN","NaN","NaN","NaN","NaN","NaN","0.0038236888830647975","NaN","NaN","NaN","0.0023091473530199996","NaN","NaN","NaN"
"1908-04-01","7.24","0.4267","0.6333","NaN","NaN","NaN","NaN","NaN","NaN","0.0029264470920426057","NaN","NaN","NaN","0.0009914097876100002","NaN","NaN","NaN"
"1908-05-01","7.63","0.4233","0.6267","NaN","NaN","NaN","NaN","NaN","NaN","0.0025437713358646345","NaN","NaN","NaN","0.00198640804568","NaN","NaN","NaN"
"1908-06-01","7.64","0.42","0.62","NaN","NaN","NaN","NaN","NaN","NaN","0.002322930229636102","NaN","NaN","NaN","0.0019133323029200003","NaN","NaN","NaN"
"1908-07-01","7.92","0.4167","0.6133","NaN","NaN","NaN","NaN","NaN","NaN","0.0024039109648619932","NaN","NaN","NaN","0.00163102096584","NaN","NaN","NaN"
"1908-08-01","8.26","0.4133","0.6067","NaN","NaN","NaN","NaN","NaN","NaN","0.002293481063557394","NaN","NaN","NaN","0.0012737565139599998","NaN","NaN","NaN"
"1908-09-01","8.17","0.41","0.6","NaN","NaN","NaN","NaN","NaN","NaN","0.0025364107513547326","NaN","NaN","NaN","0.0021491418521799996","NaN","NaN","NaN"
"1908-10-01","8.27","0.4067","0.5933","NaN","NaN","NaN","NaN","NaN","NaN","0.0026320941243429337","NaN","NaN","NaN","0.0009554508752599999","NaN","NaN","NaN"
"1908-11-01","8.83","0.4033","0.5867","NaN","NaN","NaN","NaN","NaN","NaN","0.0026100141585484265","NaN","NaN","NaN","0.00145357553072","NaN","NaN","NaN"
"1908-12-01","9.03","0.4","0.58","NaN","NaN","NaN","NaN","NaN","NaN","0.0024775241247785833","NaN","NaN","NaN","0.0011939897339899998","NaN","NaN","NaN"
"1909-01-01","9.06","0.4033","0.595","NaN","NaN","NaN","NaN","NaN","NaN","0.002381825960160619","NaN","NaN","NaN","0.0008793069352700001","NaN","NaN","NaN"
"1909-02-01","8.8","0.4067","0.61","NaN","NaN","NaN","NaN","NaN","NaN","0.002241942935999403","NaN","NaN","NaN","0.0017954094610400002","NaN","NaN","NaN"
"1909-03-01","8.92","0.41","0.625","NaN","NaN","NaN","NaN","NaN","NaN","0.0022198543539041398","NaN","NaN","NaN","0.00072734341634","NaN","NaN","NaN"
"1909-04-01","9.32","0.4133","0.64","NaN","NaN","NaN","NaN","NaN","NaN","0.0022198543539041398","NaN","NaN","NaN","0.00065625333542","NaN","NaN","NaN"
"1909-05-01","9.63","0.4167","0.655","NaN","NaN","NaN","NaN","NaN","NaN","0.002175675725943127","NaN","NaN","NaN","0.0003213450534699999","NaN","NaN","NaN"
"1909-06-01","9.8","0.42","0.67","NaN","NaN","NaN","NaN","NaN","NaN","0.002035763859873528","NaN","NaN","NaN","0.0008699496426700001","NaN","NaN","NaN"
"1909-07-01","9.94","0.4233","0.685","NaN","NaN","NaN","NaN","NaN","NaN","0.002131495146144937","NaN","NaN","NaN","0.00027885204611999997","NaN","NaN","NaN"
"1909-08-01","10.18","0.4267","0.7","NaN","NaN","NaN","NaN","NaN","NaN","0.002617374201316161","NaN","NaN","NaN","0.0013988725755399998","NaN","NaN","NaN"
"1909-09-01","10.19","0.43","0.715","NaN","NaN","NaN","NaN","NaN","NaN","0.0027204091125952014","NaN","NaN","NaN","0.00124981632417","NaN","NaN","NaN"
"1909-10-01","10.23","0.4333","0.73","NaN","NaN","NaN","NaN","NaN","NaN","0.003345750423526863","NaN","NaN","NaN","0.0009552185255200001","NaN","NaN","NaN"
"1909-11-01","10.18","0.4367","0.745","NaN","NaN","NaN","NaN","NaN","NaN","0.0033604596288942814","NaN","NaN","NaN","0.0005255664560600001","NaN","NaN","NaN"
"1909-12-01","10.3","0.44","0.76","NaN","NaN","NaN","NaN","NaN","NaN","0.0034045859468769765","NaN","NaN","NaN","0.00037692189109999995","NaN","NaN","NaN"
"1910-01-01","10.08","0.4425","0.7575","NaN","NaN","NaN","NaN","NaN","NaN","0.003139798827275945","NaN","NaN","NaN","0.0022565499667800007","NaN","NaN","NaN"
"1910-02-01","9.72","0.445","0.755","NaN","NaN","NaN","NaN","NaN","NaN","0.002911731501263104","NaN","NaN","NaN","0.0018189784394","NaN","NaN","NaN"
"1910-03-01","9.96","0.4475","0.7525","NaN","NaN","NaN","NaN","NaN","NaN","0.002955877623971706","NaN","NaN","NaN","0.0008332212282399999","NaN","NaN","NaN"
"1910-04-01","9.72","0.45","0.75","NaN","NaN","NaN","NaN","NaN","NaN","0.003139798827275945","NaN","NaN","NaN","0.00169382390065","NaN","NaN","NaN"
"1910-05-01","9.56","0.4525","0.7475","NaN","NaN","NaN","NaN","NaN","NaN","0.003139798827275945","NaN","NaN","NaN","0.00136477001251","NaN","NaN","NaN"
"1910-06-01","9.1","0.455","0.745","NaN","NaN","NaN","NaN","NaN","NaN","0.0032648459263303607","NaN","NaN","NaN","0.0027949308463900003","NaN","NaN","NaN"
"1910-07-01","8.64","0.4575","0.7425","NaN","NaN","NaN","NaN","NaN","NaN","0.0036031302855844155","NaN","NaN","NaN","0.0032866343625399994","NaN","NaN","NaN"
"1910-08-01","8.85","0.46","0.74","NaN","NaN","NaN","NaN","NaN","NaN","0.0036398934301976864","NaN","NaN","NaN","0.0015867082842400005","NaN","NaN","NaN"
"1910-09-01","8.91","0.4625","0.7375","NaN","NaN","NaN","NaN","NaN","NaN","0.0037134156650864593","NaN","NaN","NaN","0.0006869296776399999","NaN","NaN","NaN"
"1910-10-01","9.32","0.465","0.735","NaN","NaN","NaN","NaN","NaN","NaN","0.0037354712815181462","NaN","NaN","NaN","0.0007413731704199999","NaN","NaN","NaN"
"1910-11-01","9.31","0.4675","0.7325","NaN","NaN","NaN","NaN","NaN","NaN","0.003691359562193827","NaN","NaN","NaN","0.0011607905155","NaN","NaN","NaN"
"1910-12-01","9.05","0.47","0.73","NaN","NaN","NaN","NaN","NaN","NaN","0.0030735910908908986","NaN","NaN","NaN","0.0006830646460600002","NaN","NaN","NaN"
"1911-01-01","9.27","0.47","0.7183","NaN","NaN","NaN","NaN","NaN","NaN","0.002580573445763012","NaN","NaN","NaN","0.00056673546969","NaN","NaN","NaN"
"1911-02-01","9.43","0.47","0.7067","NaN","NaN","NaN","NaN","NaN","NaN","0.0026320941243429337","NaN","NaN","NaN","0.0006225479503599999","NaN","NaN","NaN"
"1911-03-01","9.32","0.47","0.695","NaN","NaN","NaN","NaN","NaN","NaN","0.002514328672750217","NaN","NaN","NaN","0.0006389758539","NaN","NaN","NaN"
"1911-04-01","9.28","0.47","0.6833","NaN","NaN","NaN","NaN","NaN","NaN","0.0023302923856493778","NaN","NaN","NaN","0.0002818355837","NaN","NaN","NaN"
"1911-05-01","9.48","0.47","0.6717","NaN","NaN","NaN","NaN","NaN","NaN","0.00230820575500331","NaN","NaN","NaN","0.00063220533713","NaN","NaN","NaN"
"1911-06-01","9.67","0.47","0.66","NaN","NaN","NaN","NaN","NaN","NaN","0.002352378528486745","NaN","NaN","NaN","0.00029245623851","NaN","NaN","NaN"
"1911-07-01","9.63","0.47","0.6483","NaN","NaN","NaN","NaN","NaN","NaN","0.002425995481826928","NaN","NaN","NaN","0.00031949161184999995","NaN","NaN","NaN"
"1911-08-01","9.17","0.47","0.6367","NaN","NaN","NaN","NaN","NaN","NaN","0.002727768342899189","NaN","NaN","NaN","0.0013782882459300002","NaN","NaN","NaN"
"1911-09-01","8.67","0.47","0.625","NaN","NaN","NaN","NaN","NaN","NaN","0.0029779499545174587","NaN","NaN","NaN","0.00104690417499","NaN","NaN","NaN"
"1911-10-01","8.72","0.47","0.6133","NaN","NaN","NaN","NaN","NaN","NaN","0.0028528669725631523","NaN","NaN","NaN","0.00052626183978","NaN","NaN","NaN"
"1911-11-01","9.07","0.47","0.6017","NaN","NaN","NaN","NaN","NaN","NaN","0.0025437713358646345","NaN","NaN","NaN","0.00105786792299","NaN","NaN","NaN"
"1911-12-01","9.11","0.47","0.59","NaN","NaN","NaN","NaN","NaN","NaN","0.0030441640231788224","NaN","NaN","NaN","0.00042000353838000004","NaN","NaN","NaN"
"1912-01-01","9.12","0.4708","0.5992","NaN","NaN","NaN","NaN","NaN","NaN","0.002514328672750217","NaN","NaN","NaN","0.00048237880149","NaN","NaN","NaN"
"1912-02-01","9.04","0.4717","0.6083","NaN","NaN","NaN","NaN","NaN","NaN","0.0024039109648619932","NaN","NaN","NaN","0.00016108618663","NaN","NaN","NaN"
"1912-03-01","9.3","0.4725","0.6175","NaN","NaN","NaN","NaN","NaN","NaN","0.002727768342899189","NaN","NaN","NaN","0.00041378410728000004","NaN","NaN","NaN"
"1912-04-01","9.59","0.4733","0.6267","NaN","NaN","NaN","NaN","NaN","NaN","0.002690971649784366","NaN","NaN","NaN","0.00052669082424","NaN","NaN","NaN"
"1912-05-01","9.58","0.4742","0.6358","NaN","NaN","NaN","NaN","NaN","NaN","0.002727768342899189","NaN","NaN","NaN","0.00075402081896","NaN","NaN","NaN"
"1912-06-01","9.58","0.475","0.645","NaN","NaN","NaN","NaN","NaN","NaN","0.002587933705218044","NaN","NaN","NaN","0.00044159244834000004","NaN","NaN","NaN"
"1912-07-01","9.59","0.4758","0.6542","NaN","NaN","NaN","NaN","NaN","NaN","0.00297059256513405","NaN","NaN","NaN","0.0005500493178199999","NaN","NaN","NaN"
"1912-08-01","9.81","0.4767","0.6633","NaN","NaN","NaN","NaN","NaN","NaN","0.003323686209791424","NaN","NaN","NaN","0.00033223570667999995","NaN","NaN","NaN"
"1912-09-01","9.86","0.4775","0.6725","NaN","NaN","NaN","NaN","NaN","NaN","0.0037354712815181462","NaN","NaN","NaN","0.00042973458493","NaN","NaN","NaN"
"1912-10-01","9.84","0.4783","0.6817","NaN","NaN","NaN","NaN","NaN","NaN","0.00400745056137093","NaN","NaN","NaN","0.0007144112741399998","NaN","NaN","NaN"
"1912-11-01","9.73","0.4792","0.6908","NaN","NaN","NaN","NaN","NaN","NaN","0.003853093020921645","NaN","NaN","NaN","0.00074583069574","NaN","NaN","NaN"
"1912-12-01","9.38","0.48","0.7","NaN","NaN","NaN","NaN","NaN","NaN","0.004058897780585596","NaN","NaN","NaN","0.0009024807296700001","NaN","NaN","NaN"
"1913-01-01","9.3","0.48","0.6942","NaN","NaN","NaN","NaN","NaN","NaN","0.003183934883066582","NaN","NaN","NaN","0.00120075390792","NaN","NaN","NaN"
"1913-02-01","8.97","0.48","0.6883","NaN","NaN","NaN","NaN","NaN","NaN","0.0032501353144837723","-0.0034072","NaN","NaN","0.00075332561745","NaN","NaN","NaN"
"1913-03-01","8.8","0.48","0.6825","NaN","NaN","NaN","NaN","NaN","NaN","0.003882496294200813","0.0","NaN","NaN","0.0007565929602999999","NaN","NaN","NaN"
"1913-04-01","8.79","0.48","0.6767","NaN","NaN","NaN","NaN","NaN","NaN","0.003706063684841191","0.0034072","NaN","NaN","0.00072407459204","NaN","NaN","NaN"
"1913-05-01","8.55","0.48","0.6708","NaN","NaN","NaN","NaN","NaN","NaN","0.0035810717500651375","-0.006826","NaN","NaN","0.0005819011839600002","NaN","NaN","NaN"
"1913-06-01","8.12","0.48","0.665","NaN","NaN","NaN","NaN","NaN","NaN","0.00397070092707886","0.0034188","NaN","NaN","0.0026204890637","NaN","NaN","NaN"
"1913-07-01","8.23","0.48","0.6592","NaN","NaN","NaN","NaN","NaN","NaN","0.004088295003242763","0.0101868","NaN","NaN","0.00055587762969","NaN","NaN","NaN"
"1913-08-01","8.45","0.48","0.6533","NaN","NaN","NaN","NaN","NaN","NaN","0.004058897780585596","0.006734","NaN","NaN","0.0005558541033200001","NaN","NaN","NaN"
"1913-09-01","8.53","0.48","0.6475","NaN","NaN","NaN","NaN","NaN","NaN","0.0039192491700642765","0.0033501","NaN","NaN","0.00067673025646","NaN","NaN","NaN"
"1913-10-01","8.26","0.48","0.6417","NaN","NaN","NaN","NaN","NaN","NaN","0.0038089864899037715","0.0066667","NaN","NaN","0.0010866135525999998","NaN","NaN","NaN"
"1913-11-01","8.05","0.48","0.6358","NaN","NaN","NaN","NaN","NaN","NaN","0.0037354712815181462","0.0033168","NaN","NaN","0.00045064284555000004","NaN","NaN","NaN"
"1913-12-01","8.04","0.48","0.63","NaN","NaN","NaN","NaN","NaN","NaN","0.0038310399985859683","-0.0033168","NaN","NaN","0.0007124876931000001","NaN","NaN","NaN"
"1914-01-01","8.37","0.475","0.6208","NaN","NaN","NaN","NaN","NaN","NaN","0.0029779499545174587","0.0","NaN","NaN","0.00073060859864","NaN","NaN","NaN"
"1914-02-01","8.48","0.47","0.6117","NaN","NaN","NaN","NaN","NaN","NaN","0.0024775241247785833","-0.0100168","NaN","NaN","0.00040463250620999995","NaN","NaN","NaN"
"1914-03-01","8.32","0.465","0.6025","NaN","NaN","NaN","NaN","NaN","NaN","0.002470163052632539","-0.0033613","NaN","NaN","0.0006693024678400002","NaN","NaN","NaN"
"1914-04-01","8.12","0.46","0.5933","NaN","NaN","NaN","NaN","NaN","NaN","0.002396549350822228","-0.0101524","NaN","NaN","0.00084835642289","NaN","NaN","NaN"
"1914-05-01","8.17","0.455","0.5842","NaN","NaN","NaN","NaN","NaN","NaN","0.0024996070161100023","0.0067797","NaN","NaN","0.0005425669255900001","NaN","NaN","NaN"
"1914-06-01","8.13","0.45","0.575","NaN","NaN","NaN","NaN","NaN","NaN","0.0024848851427396435","0.006734","NaN","NaN","0.0006419687818199999","NaN","NaN","NaN"
"1914-07-01","7.68","0.445","0.5658","NaN","NaN","NaN","NaN","NaN","NaN","0.002911731501263104","0.0100168","NaN","NaN","0.00517711463983","NaN","NaN","NaN"
"1914-08-01","7.68","0.44","0.5567","NaN","NaN","NaN","NaN","NaN","NaN","0.004308746631218579","0.0132015","NaN","NaN","0.0","NaN","NaN","NaN"
"1914-09-01","7.68","0.435","0.5475","NaN","NaN","NaN","NaN","NaN","NaN","0.004573224450238262","0.0032733","NaN","NaN","0.0","NaN","NaN","NaN"
"1914-10-01","7.68","0.43","0.5383","NaN","NaN","NaN","NaN","NaN","NaN","0.0043822197087730495","-0.0065574","NaN","NaN","0.0","NaN","NaN","NaN"
"1914-11-01","7.68","0.425","0.5292","NaN","NaN","NaN","NaN","NaN","NaN","0.003691359562193827","0.0032841","NaN","NaN","0.0","NaN","NaN","NaN"
"1914-12-01","7.35","0.42","0.52","NaN","NaN","NaN","NaN","NaN","NaN","0.002845508662834596","-0.0032841","NaN","NaN","0.0025860082099700005","NaN","NaN","NaN"
"1915-01-01","7.48","0.4208","0.55","NaN","NaN","NaN","NaN","NaN","NaN","0.0024775241247785833","-0.0032949","NaN","NaN","0.0014435327534400003","NaN","NaN","NaN"
"1915-02-01","7.38","0.4217","0.58","NaN","NaN","NaN","NaN","NaN","NaN","0.0024039109648619932","-0.0066225","NaN","NaN","0.00079921051702","NaN","NaN","NaN"
"1915-03-01","7.57","0.4225","0.61","NaN","NaN","NaN","NaN","NaN","NaN","0.002131495146144937","-0.0100168","NaN","NaN","0.00082115444621","NaN","NaN","NaN"
"1915-04-01","8.14","0.4233","0.64","NaN","NaN","NaN","NaN","NaN","NaN","0.0023376544874617114","0.0100168","NaN","NaN","0.00169509751867","NaN","NaN","NaN"
"1915-05-01","7.95","0.4242","0.67","NaN","NaN","NaN","NaN","NaN","NaN","0.002381825960160619","0.0033168","NaN","NaN","0.004928580885120001","NaN","NaN","NaN"
"1915-06-01","8.04","0.425","0.7","NaN","NaN","NaN","NaN","NaN","NaN","0.0023302923856493778","0.0033058","NaN","NaN","0.0016801798853","NaN","NaN","NaN"
"1915-07-01","8.01","0.4258","0.73","NaN","NaN","NaN","NaN","NaN","NaN","0.002035763859873528","0.0","NaN","NaN","0.00125366067737","NaN","NaN","NaN"
"1915-08-01","8.35","0.4267","0.76","NaN","NaN","NaN","NaN","NaN","NaN","0.002241942935999403","0.0","NaN","NaN","0.0018115193545599998","NaN","NaN","NaN"
"1915-09-01","8.66","0.4275","0.79","NaN","NaN","NaN","NaN","NaN","NaN","0.0020578565085961668","0.0032949","NaN","NaN","0.0009375170270400001","NaN","NaN","NaN"
"1915-10-01","9.14","0.4283","0.82","NaN","NaN","NaN","NaN","NaN","NaN","0.002013670723054757","0.00982","NaN","NaN","0.0015525521062500003","NaN","NaN","NaN"
"1915-11-01","9.46","0.4292","0.85","NaN","NaN","NaN","NaN","NaN","NaN","0.0018442737895057826","0.0064935","NaN","NaN","0.00099120993851","NaN","NaN","NaN"
"1915-12-01","9.48","0.43","0.88","NaN","NaN","NaN","NaN","NaN","NaN","0.0019179281560952337","0.003231","NaN","NaN","0.00119072799731","NaN","NaN","NaN"
"1916-01-01","9.33","0.4408","0.9342","NaN","NaN","NaN","NaN","NaN","NaN","0.0019400234082455295","0.0096309","NaN","NaN","0.0013879740504000003","NaN","NaN","NaN"
"1916-02-01","9.2","0.4517","0.9883","NaN","NaN","NaN","NaN","NaN","NaN","0.0019400234082455295","0.0","NaN","NaN","0.00112416080554","NaN","NaN","NaN"
"1916-03-01","9.17","0.4625","1.042","NaN","NaN","NaN","NaN","NaN","NaN","0.0019400234082455295","0.009539","NaN","NaN","0.00079426765843","NaN","NaN","NaN"
"1916-04-01","9.07","0.4733","1.097","NaN","NaN","NaN","NaN","NaN","NaN","0.0019400234082455295","0.0094489","NaN","NaN","0.00186759363084","NaN","NaN","NaN"
"1916-05-01","9.27","0.4842","1.151","NaN","NaN","NaN","NaN","NaN","NaN","0.0019400234082455295","0.0031299","NaN","NaN","0.00101906020452","NaN","NaN","NaN"
"1916-06-01","9.36","0.495","1.205","NaN","NaN","NaN","NaN","NaN","NaN","0.00230820575500331","0.0124225","NaN","NaN","0.0011107019991199998","NaN","NaN","NaN"
"1916-07-01","9.23","0.5058","1.259","NaN","NaN","NaN","NaN","NaN","NaN","0.0025658527643306972","0.0","NaN","NaN","0.00053263115259","NaN","NaN","NaN"
"1916-08-01","9.3","0.5167","1.313","NaN","NaN","NaN","NaN","NaN","NaN","0.002381825960160619","0.0122701","NaN","NaN","0.0010064438507100002","NaN","NaN","NaN"
"1916-09-01","9.68","0.5275","1.368","NaN","NaN","NaN","NaN","NaN","NaN","0.002131495146144937","0.0181274","NaN","NaN","0.0007633004997899999","NaN","NaN","NaN"
"1916-10-01","9.98","0.5383","1.422","NaN","NaN","NaN","NaN","NaN","NaN","0.002131495146144937","0.0119049","NaN","NaN","0.0016309215576700003","NaN","NaN","NaN"
"1916-11-01","10.21","0.5492","1.476","NaN","NaN","NaN","NaN","NaN","NaN","0.002212491384780731","0.0175958","NaN","NaN","0.0008132161339100001","NaN","NaN","NaN"
"1916-12-01","9.8","0.56","1.53","NaN","NaN","NaN","NaN","NaN","NaN","0.0025216894197983212","0.0057971","NaN","NaN","0.005782202750740001","NaN","NaN","NaN"
"1917-01-01","9.57","0.5708","1.509","NaN","NaN","NaN","NaN","NaN","NaN","0.0022566683863423135","0.0114944","NaN","NaN","0.0015012328714900005","NaN","NaN","NaN"
"1917-02-01","9.03","0.5817","1.488","NaN","NaN","NaN","NaN","NaN","NaN","0.002654173602623316","0.0225998","NaN","NaN","0.004515917336769999","NaN","NaN","NaN"
"1917-03-01","9.31","0.5925","1.468","NaN","NaN","NaN","NaN","NaN","NaN","0.0026762525934111003","0.005571","NaN","NaN","0.0014594274297400002","NaN","NaN","NaN"
"1917-04-01","9.17","0.6033","1.447","NaN","NaN","NaN","NaN","NaN","NaN","0.002793998978626481","0.0434851","NaN","NaN","0.0015206150436500004","NaN","NaN","NaN"
"1917-05-01","8.86","0.6142","1.426","NaN","NaN","NaN","NaN","NaN","NaN","0.003198646468787314","0.0210534","NaN","NaN","0.0019228125011499998","NaN","NaN","NaN"
"1917-06-01","9.04","0.625","1.405","NaN","NaN","NaN","NaN","NaN","NaN","0.003323686209791424","0.0103628","NaN","NaN","0.00084274693971","NaN","NaN","NaN"
"1917-07-01","8.79","0.6358","1.384","NaN","NaN","NaN","NaN","NaN","NaN","0.0030883043000211894","-0.0103628","NaN","NaN","0.0009443729501599999","NaN","NaN","NaN"
"1917-08-01","8.53","0.6467","1.363","NaN","NaN","NaN","NaN","NaN","NaN","0.0031692230809121326","0.0155042","NaN","NaN","0.00136556971137","NaN","NaN","NaN"
"1917-09-01","8.12","0.6575","1.343","NaN","NaN","NaN","NaN","NaN","NaN","0.0034560641903520926","0.0177895","NaN","NaN","0.0029344195462700003","NaN","NaN","NaN"
"1917-10-01","7.68","0.6683","1.322","NaN","NaN","NaN","NaN","NaN","NaN","0.0036031302855844155","0.0174786","NaN","NaN","0.00413106024438","NaN","NaN","NaN"
